id,date,store_id,product_id,quantity_on_hand,days_until_expiry,freshness_score
9158,2025-12-18,2,88,11.5,9,0.9
9159,2025-12-18,2,82,7.8,2,0.67
9160,2025-12-18,2,45,20.1,3,0.14
9161,2025-12-18,2,1,40.8,4,0.57
9162,2025-12-18,2,83,12.7,4,0.8
9163,2025-12-18,2,128,9.1,7,0.04
9164,2025-12-18,2,133,6.5,100,0.83
9165,2025-12-18,2,86,2.6,4,0.8
9166,2025-12-18,2,97,16.1,590,0.81
9167,2025-12-18,2,67,5.6,2,0.67
9168,2025-12-18,2,126,18.7,27,0.23
9169,2025-12-18,2,100,14.5,245,0.67
9170,2025-12-18,2,33,16.4,3,0.43
9171,2025-12-18,2,137,9.9,2,0.4
9172,2025-12-18,2,134,5.2,11,0.79
9173,2025-12-18,2,4,32.8,9,0.64
9174,2025-12-18,2,90,13.5,6,0.43
9175,2025-12-18,2,52,15.8,1,0.03
9176,2025-12-18,2,41,8.8,24,0.8
9177,2025-12-18,2,20,8.7,0,0.0
9178,2025-12-18,2,72,3.4,1,0.5
9179,2025-12-18,2,26,8.4,0,0.0
9180,2025-12-18,2,87,7.5,5,0.5
9181,2025-12-18,2,30,17.2,9,0.9
9182,2025-12-18,2,46,39.5,0,0.0
9183,2025-12-18,2,80,13.0,3,1.0
9184,2025-12-18,2,54,5.5,3,0.3
9185,2025-12-18,2,21,28.4,0,0.0
9186,2025-12-18,2,115,3.7,38,0.1
9187,2025-12-18,2,2,34.8,11,0.52
9188,2025-12-18,2,65,4.0,5,0.71
9189,2025-12-18,2,40,14.5,36,0.6
9190,2025-12-18,3,16,3.3,5,0.36
9191,2025-12-18,3,129,10.8,59,0.33
9192,2025-12-18,3,125,13.4,89,0.49
9193,2025-12-18,3,63,12.1,0,0.0
9194,2025-12-18,3,89,3.3,19,0.63
9195,2025-12-18,3,76,7.4,220,0.3
9196,2025-12-18,3,8,10.3,1,0.1
9197,2025-12-18,3,117,11.4,329,0.9
9198,2025-12-18,3,110,16.5,711,0.97
9199,2025-12-18,3,62,15.3,2,0.67
9200,2025-12-18,3,51,13.9,5,0.36
9201,2025-12-18,3,77,11.9,5,1.0
9202,2025-12-18,3,12,14.2,1,0.2
9203,2025-12-18,3,41,5.6,9,0.3
9204,2025-12-18,3,38,16.6,7,0.5
9205,2025-12-18,3,48,21.1,17,0.57
9206,2025-12-18,3,112,10.2,240,0.33
9207,2025-12-18,3,15,12.4,10,0.48
9208,2025-12-18,3,100,9.7,300,0.82
9209,2025-12-18,3,2,28.7,15,0.71
9210,2025-12-18,3,1,6.8,4,0.57
9211,2025-12-18,3,111,8.7,214,0.59
9212,2025-12-18,3,103,16.9,405,0.55
9213,2025-12-18,3,132,6.8,13,0.07
9214,2025-12-18,3,17,7.9,0,0.0
9215,2025-12-18,3,71,7.3,2,1.0
9216,2025-12-18,3,68,8.2,1,0.1
9217,2025-12-18,3,6,6.3,2,0.29
9218,2025-12-18,3,10,14.7,4,0.5
9219,2025-12-18,3,87,22.2,0,0.0
9220,2025-12-18,3,49,19.3,10,0.71
9221,2025-12-18,3,66,7.6,2,0.67
9222,2025-12-18,3,45,15.2,0,0.0
9223,2025-12-18,3,54,11.7,6,0.6
9224,2025-12-18,3,81,7.3,4,0.8
9225,2025-12-18,3,133,3.9,99,0.82
9226,2025-12-18,3,148,4.6,2,0.2
9227,2025-12-18,3,26,2.3,1,0.14
9228,2025-12-18,3,94,7.0,147,0.82
9229,2025-12-18,3,72,8.2,1,0.5
9230,2025-12-18,3,96,8.9,136,0.76
9231,2025-12-18,3,83,10.8,5,1.0
9232,2025-12-18,3,139,7.0,1,0.33
9233,2025-12-18,3,60,19.6,0,0.0
9234,2025-12-18,3,37,10.6,3,0.21
9235,2025-12-18,3,115,4.6,275,0.75
9236,2025-12-18,3,134,7.6,12,0.86
9237,2025-12-18,3,142,4.6,119,0.66
9238,2025-12-18,3,56,8.6,3,0.3
9239,2025-12-18,3,126,12.2,11,0.09
9240,2025-12-18,3,4,26.8,3,0.21
9241,2025-12-18,3,109,14.7,148,0.41
9242,2025-12-18,3,24,25.2,21,1.0
9243,2025-12-18,3,47,16.4,3,0.43
9244,2025-12-18,3,137,7.7,0,0.0
9245,2025-12-18,3,101,19.5,299,0.82
9246,2025-12-18,3,121,3.5,165,0.92
9247,2025-12-18,3,143,0.6,62,0.17
9248,2025-12-18,3,27,8.9,4,0.8
9249,2025-12-18,3,90,12.9,0,0.0
9250,2025-12-18,3,107,5.6,488,0.67
9251,2025-12-18,3,131,9.3,93,0.25
9252,2025-12-18,3,88,17.1,9,0.9
9253,2025-12-18,3,23,40.3,20,0.67
9254,2025-12-18,3,123,5.8,79,0.44
9255,2025-12-18,3,31,12.0,3,0.3
9256,2025-12-18,3,44,6.2,7,0.7
9257,2025-12-18,3,39,9.9,6,0.86
9258,2025-12-18,3,53,12.0,13,0.93
9259,2025-12-18,3,124,5.4,226,0.62
9260,2025-12-18,3,20,5.6,0,0.0
9261,2025-12-18,3,147,9.7,5,0.5
9262,2025-12-18,3,114,11.2,73,0.41
9263,2025-12-18,3,29,11.8,3,0.43
9264,2025-12-18,3,22,44.6,13,0.43
9265,2025-12-18,4,137,13.4,3,0.6
9266,2025-12-18,4,106,14.8,95,0.53
9267,2025-12-18,4,147,6.0,2,0.2
9268,2025-12-18,4,129,10.5,9,0.05
9269,2025-12-18,4,64,23.9,5,0.71
9270,2025-12-18,4,84,21.2,7,0.5
9271,2025-12-18,4,115,4.7,194,0.53
9272,2025-12-18,4,100,9.9,177,0.48
9273,2025-12-18,4,136,5.3,2,0.4
9274,2025-12-18,4,132,14.8,118,0.66
9275,2025-12-18,4,41,14.6,7,0.23
9276,2025-12-18,4,75,17.2,358,0.49
9277,2025-12-18,4,131,13.9,271,0.74
9278,2025-12-18,4,16,10.5,14,1.0
9279,2025-12-18,4,20,9.6,3,0.75
9280,2025-12-18,4,7,29.9,6,0.6
9281,2025-12-18,4,22,50.3,24,0.8
9282,2025-12-18,4,47,13.9,5,0.71
9283,2025-12-18,4,19,4.0,2,0.4
9284,2025-12-18,4,42,6.3,4,0.8
9285,2025-12-18,4,88,15.4,5,0.5
9286,2025-12-18,4,142,5.1,2,0.01
9287,2025-12-18,4,133,10.8,113,0.94
9288,2025-12-18,4,61,15.3,3,1.0
9289,2025-12-18,4,68,26.5,4,0.4
9290,2025-12-18,4,55,48.2,7,0.33
9291,2025-12-18,4,138,4.5,3,0.6
9292,2025-12-18,4,96,11.0,151,0.84
9293,2025-12-18,4,92,19.6,136,0.76
9294,2025-12-18,4,3,22.0,9,0.43
9295,2025-12-18,4,38,21.3,10,0.71
9296,2025-12-18,4,86,6.7,2,0.4
9297,2025-12-18,4,1,47.1,4,0.57
9298,2025-12-18,4,122,5.9,191,0.52
9299,2025-12-18,4,99,41.1,202,0.28
9300,2025-12-18,4,78,59.1,3,0.6
9301,2025-12-18,4,89,10.2,4,0.13
9302,2025-12-18,4,94,5.3,12,0.07
9303,2025-12-18,4,105,3.3,638,0.87
9304,2025-12-18,4,45,13.1,9,0.43
9305,2025-12-18,4,146,4.1,2,0.29
9306,2025-12-18,4,72,6.2,2,1.0
9307,2025-12-18,4,73,2.8,0,0.0
9308,2025-12-18,4,13,8.4,2,0.29
9309,2025-12-18,4,74,7.3,1,0.5
9310,2025-12-18,4,10,12.2,6,0.75
9311,2025-12-18,4,114,11.2,43,0.24
9312,2025-12-18,4,27,13.3,2,0.4
9313,2025-12-18,4,34,13.2,5,1.0
9314,2025-12-18,5,70,14.1,1,0.5
9315,2025-12-18,5,108,20.8,171,0.95
9316,2025-12-18,5,137,5.5,3,0.6
9317,2025-12-18,5,134,7.2,10,0.71
9318,2025-12-18,5,127,9.7,12,0.1
9319,2025-12-18,5,86,4.8,1,0.2
9320,2025-12-18,5,95,34.3,295,0.81
9321,2025-12-18,5,83,4.2,4,0.8
9322,2025-12-18,5,60,0.5,1,0.33
9323,2025-12-18,5,17,1.6,10,0.71
9324,2025-12-18,5,56,5.3,10,1.0
9325,2025-12-18,5,44,9.8,7,0.7
9326,2025-12-18,5,53,9.2,8,0.57
9327,2025-12-18,5,68,5.0,5,0.5
9328,2025-12-18,5,124,12.8,363,0.99
9329,2025-12-18,5,147,5.0,8,0.8
9330,2025-12-18,5,48,1.2,16,0.53
9331,2025-12-18,5,49,7.4,10,0.71
9332,2025-12-18,5,113,11.6,327,0.9
9333,2025-12-18,5,76,3.8,79,0.11
9334,2025-12-18,5,139,6.7,3,1.0
9335,2025-12-18,5,16,7.6,5,0.36
9336,2025-12-18,5,46,75.1,4,0.57
9337,2025-12-18,5,144,2.0,1,0.2
9338,2025-12-18,5,136,8.4,2,0.4
9339,2025-12-18,5,21,35.8,8,0.8
9340,2025-12-18,5,22,34.8,25,0.83
9341,2025-12-18,5,78,6.1,4,0.8
9342,2025-12-18,5,101,15.3,161,0.44
9343,2025-12-18,5,116,14.9,54,0.6
9344,2025-12-18,5,3,22.7,16,0.76
9345,2025-12-18,5,118,6.2,127,0.35
9346,2025-12-18,5,133,6.3,61,0.51
9347,2025-12-18,5,112,4.0,136,0.19
9348,2025-12-18,5,33,4.9,1,0.14
9349,2025-12-18,5,28,21.4,7,1.0
9350,2025-12-18,5,4,9.8,0,0.0
9351,2025-12-18,5,51,18.9,4,0.29
9352,2025-12-18,5,37,10.6,11,0.79
9353,2025-12-18,5,81,3.8,1,0.2
9354,2025-12-18,5,55,16.3,14,0.67
9355,2025-12-18,5,31,4.4,7,0.7
9356,2025-12-18,5,12,28.3,3,0.6
9357,2025-12-18,5,97,41.6,688,0.94
9358,2025-12-18,5,129,4.9,117,0.65
9359,2025-12-18,5,26,10.0,6,0.86
9360,2025-12-18,5,47,41.2,5,0.71
9361,2025-12-18,5,29,16.4,7,1.0
9362,2025-12-18,5,102,16.9,204,0.56
9363,2025-12-18,5,107,7.6,644,0.88
9364,2025-12-18,5,1,16.9,0,0.0
9365,2025-12-18,5,105,4.5,600,0.82
9366,2025-12-18,5,125,12.8,130,0.72
9367,2025-12-18,5,45,13.3,21,1.0
9368,2025-12-18,5,39,6.6,2,0.29
9369,2025-12-18,5,123,5.6,26,0.14
9370,2025-12-18,5,72,1.7,2,1.0
9371,2025-12-18,5,96,8.5,72,0.4
9372,2025-12-18,5,85,12.8,2,1.0
9373,2025-12-18,5,30,17.7,2,0.2
9374,2025-12-18,5,41,9.8,20,0.67
9375,2025-12-18,5,131,9.0,40,0.11
9376,2025-12-18,5,88,12.6,10,1.0
9377,2025-12-18,5,93,6.2,122,0.33
9378,2025-12-18,5,62,14.8,3,1.0
9379,2025-12-18,5,94,10.2,133,0.74
9380,2025-12-18,6,54,7.0,5,0.5
9381,2025-12-18,6,39,9.8,2,0.29
9382,2025-12-18,6,41,11.0,27,0.9
9383,2025-12-18,6,141,2.4,0,0.0
9384,2025-12-18,6,79,14.7,3,0.6
9385,2025-12-18,6,63,7.8,0,0.0
9386,2025-12-18,6,55,25.6,0,0.0
9387,2025-12-18,6,144,1.8,2,0.4
9388,2025-12-18,6,90,8.9,13,0.93
9389,2025-12-18,6,118,7.3,240,0.66
9390,2025-12-18,6,76,7.2,661,0.91
9391,2025-12-18,6,11,12.6,1,0.14
9392,2025-12-18,6,15,17.0,11,0.52
9393,2025-12-18,6,28,38.4,0,0.0
9394,2025-12-18,6,30,16.4,8,0.8
9395,2025-12-18,6,32,17.5,4,0.57
9396,2025-12-18,6,17,6.8,13,0.93
9397,2025-12-18,6,139,7.3,0,0.0
9398,2025-12-18,6,68,16.3,9,0.9
9399,2025-12-18,6,10,12.9,2,0.25
9400,2025-12-18,6,37,7.1,6,0.43
9401,2025-12-18,6,7,15.3,9,0.9
9402,2025-12-18,6,106,4.8,88,0.49
9403,2025-12-18,6,49,13.8,6,0.43
9404,2025-12-18,6,89,9.3,10,0.33
9405,2025-12-18,6,102,7.0,189,0.52
9406,2025-12-18,6,44,3.5,9,0.9
9407,2025-12-18,6,143,0.3,77,0.21
9408,2025-12-18,6,46,42.2,3,0.43
9409,2025-12-18,6,129,11.5,155,0.86
9410,2025-12-18,6,86,5.8,0,0.0
9411,2025-12-18,6,9,8.8,5,0.36
9412,2025-12-18,6,20,7.0,3,0.75
9413,2025-12-18,6,113,5.5,349,0.96
9414,2025-12-18,6,8,5.9,4,0.4
9415,2025-12-18,6,6,12.0,3,0.43
9416,2025-12-18,6,99,22.7,27,0.04
9417,2025-12-18,6,131,6.3,236,0.65
9418,2025-12-18,6,85,9.7,1,0.5
9419,2025-12-18,6,73,1.4,0,0.0
9420,2025-12-18,6,21,17.0,4,0.4
9421,2025-12-18,6,43,6.0,0,0.0
9422,2025-12-18,6,101,2.7,12,0.03
9423,2025-12-18,6,100,9.6,156,0.43
9424,2025-12-18,6,103,14.8,81,0.11
9425,2025-12-18,6,136,11.7,1,0.2
9426,2025-12-18,6,2,22.8,4,0.19
9427,2025-12-18,6,36,14.2,0,0.0
9428,2025-12-18,6,122,8.1,281,0.77
9429,2025-12-18,6,133,5.7,36,0.3
9430,2025-12-18,6,70,10.4,0,0.0
9431,2025-12-18,6,48,18.5,6,0.2
9432,2025-12-18,6,83,17.4,1,0.2
9433,2025-12-18,6,132,3.8,159,0.88
9434,2025-12-18,6,126,12.1,109,0.91
9435,2025-12-18,6,97,24.5,643,0.88
9436,2025-12-18,6,26,7.0,6,0.86
9437,2025-12-18,6,127,6.4,118,0.98
9438,2025-12-18,6,125,9.3,51,0.28
9439,2025-12-18,6,94,3.9,38,0.21
9440,2025-12-18,6,95,10.5,1,0.0
9441,2025-12-18,6,121,9.4,46,0.26
9442,2025-12-18,6,51,21.8,6,0.43
9443,2025-12-18,7,50,22.3,3,0.21
9444,2025-12-18,7,3,18.7,1,0.05
9445,2025-12-18,7,64,12.3,0,0.0
9446,2025-12-18,7,86,4.0,1,0.2
9447,2025-12-18,7,136,4.9,2,0.4
9448,2025-12-18,7,111,9.5,293,0.8
9449,2025-12-18,7,54,8.3,7,0.7
9450,2025-12-18,7,97,6.5,645,0.88
9451,2025-12-18,7,29,7.0,5,0.71
9452,2025-12-18,7,93,4.3,234,0.64
9453,2025-12-18,7,63,2.8,0,0.0
9454,2025-12-18,7,30,5.0,3,0.3
9455,2025-12-18,7,15,14.0,17,0.81
9456,2025-12-18,7,61,11.7,0,0.0
9457,2025-12-18,7,14,0.0,6,0.43
9458,2025-12-18,7,116,10.3,15,0.17
9459,2025-12-18,7,102,9.6,121,0.33
9460,2025-12-18,7,56,4.9,1,0.1
9461,2025-12-18,7,123,3.5,87,0.48
9462,2025-12-18,7,32,8.3,5,0.71
9463,2025-12-18,7,144,2.7,3,0.6
9464,2025-12-18,7,13,10.1,2,0.29
9465,2025-12-18,7,85,6.3,2,1.0
9466,2025-12-18,7,107,6.3,313,0.43
9467,2025-12-18,7,137,20.4,2,0.4
9468,2025-12-18,7,89,3.3,28,0.93
9469,2025-12-18,7,20,6.4,1,0.25
9470,2025-12-18,7,100,4.8,262,0.72
9471,2025-12-18,7,133,8.4,60,0.5
9472,2025-12-18,7,66,1.6,2,0.67
9473,2025-12-18,7,8,10.8,2,0.2
9474,2025-12-18,7,72,2.0,0,0.0
9475,2025-12-18,7,21,36.2,5,0.5
9476,2025-12-18,7,120,3.3,232,0.64
9477,2025-12-18,7,114,5.5,43,0.24
9478,2025-12-18,7,78,31.1,1,0.2
9479,2025-12-18,7,34,2.1,3,0.6
9480,2025-12-18,7,129,16.9,135,0.75
9481,2025-12-18,7,115,2.6,129,0.35
9482,2025-12-18,8,55,42.6,1,0.05
9483,2025-12-18,8,72,9.5,2,1.0
9484,2025-12-18,8,59,27.3,2,0.67
9485,2025-12-18,8,61,12.3,1,0.33
9486,2025-12-18,8,83,15.9,0,0.0
9487,2025-12-18,8,105,1.9,342,0.47
9488,2025-12-18,8,117,26.2,230,0.63
9489,2025-12-18,8,30,11.7,2,0.2
9490,2025-12-18,8,68,21.2,10,1.0
9491,2025-12-18,8,138,9.8,1,0.2
9492,2025-12-18,8,96,12.9,102,0.57
9493,2025-12-18,8,3,9.7,10,0.48
9494,2025-12-18,8,98,22.6,706,0.97
9495,2025-12-18,8,22,13.8,25,0.83
9496,2025-12-18,8,43,12.4,2,0.4
9497,2025-12-18,8,47,32.3,6,0.86
9498,2025-12-18,8,34,13.4,3,0.6
9499,2025-12-18,8,144,9.5,3,0.6
9500,2025-12-18,8,142,9.0,79,0.44
9501,2025-12-18,8,42,9.0,4,0.8
9502,2025-12-18,8,130,7.7,47,0.13
9503,2025-12-18,8,141,1.3,1,1.0
9504,2025-12-18,8,116,1.5,51,0.57
9505,2025-12-18,8,11,6.3,7,1.0
9506,2025-12-18,8,97,24.9,558,0.76
9507,2025-12-18,8,29,14.9,6,0.86
9508,2025-12-18,8,50,19.2,14,1.0
9509,2025-12-18,8,85,10.9,1,0.5
9510,2025-12-18,8,89,8.3,18,0.6
9511,2025-12-18,8,84,18.3,7,0.5
9512,2025-12-18,8,27,35.9,0,0.0
9513,2025-12-18,8,48,19.8,5,0.17
9514,2025-12-18,8,139,3.6,2,0.67
9515,2025-12-18,8,45,13.4,2,0.1
9516,2025-12-18,8,104,5.0,737,0.4
9517,2025-12-18,8,132,4.8,27,0.15
9518,2025-12-18,8,74,6.7,2,1.0
9519,2025-12-18,8,90,8.6,11,0.79
9520,2025-12-18,8,53,13.9,4,0.29
9521,2025-12-18,8,143,3.7,281,0.77
9522,2025-12-18,8,135,3.7,4,0.8
9523,2025-12-18,8,92,19.7,80,0.44
9524,2025-12-18,8,21,18.4,7,0.7
9525,2025-12-18,8,52,18.9,27,0.9
9526,2025-12-18,8,17,3.5,14,1.0
9527,2025-12-18,8,113,4.3,321,0.88
9528,2025-12-18,8,39,5.0,0,0.0
9529,2025-12-18,8,65,17.1,4,0.57
9530,2025-12-18,8,119,15.1,98,0.54
9531,2025-12-18,8,7,5.5,8,0.8
9532,2025-12-18,8,93,8.7,103,0.28
9533,2025-12-18,8,25,14.1,0,0.0
9534,2025-12-18,8,75,12.3,446,0.61
9535,2025-12-18,8,125,13.8,79,0.44
9536,2025-12-18,8,91,7.9,281,0.77
9537,2025-12-18,8,76,3.0,15,0.02
9538,2025-12-18,8,13,1.5,7,1.0
9539,2025-12-18,8,88,11.2,6,0.6
9540,2025-12-18,8,28,28.1,4,0.57
9541,2025-12-18,8,146,8.0,1,0.14
9542,2025-12-18,9,27,9.8,4,0.8
9543,2025-12-18,9,14,2.9,8,0.57
9544,2025-12-18,9,43,5.9,1,0.2
9545,2025-12-18,9,62,11.0,0,0.0
9546,2025-12-18,9,23,32.6,20,0.67
9547,2025-12-18,9,147,1.1,5,0.5
9548,2025-12-18,9,3,20.7,10,0.48
9549,2025-12-18,9,37,2.5,4,0.29
9550,2025-12-18,9,58,6.9,1,0.33
9551,2025-12-18,9,126,18.4,1,0.01
9552,2025-12-18,9,118,2.6,146,0.4
9553,2025-12-18,9,19,6.7,5,1.0
9554,2025-12-18,9,15,23.4,16,0.76
9555,2025-12-18,9,42,5.2,1,0.2
9556,2025-12-18,9,120,7.9,229,0.63
9557,2025-12-18,9,32,29.4,2,0.29
9558,2025-12-18,9,2,16.4,5,0.24
9559,2025-12-18,9,67,7.3,2,0.67
9560,2025-12-18,9,101,14.3,276,0.76
9561,2025-12-18,9,6,10.3,5,0.71
9562,2025-12-18,9,1,35.0,2,0.29
9563,2025-12-18,9,71,8.6,2,1.0
9564,2025-12-18,9,11,8.4,0,0.0
9565,2025-12-18,9,108,14.7,107,0.59
9566,2025-12-18,9,139,4.1,1,0.33
9567,2025-12-18,9,24,24.6,16,0.76
9568,2025-12-18,9,95,17.6,50,0.14
9569,2025-12-18,9,31,1.4,5,0.5
9570,2025-12-18,9,65,12.3,2,0.29
9571,2025-12-18,9,13,7.7,7,1.0
9572,2025-12-18,9,123,7.8,114,0.63
9573,2025-12-18,9,125,15.0,157,0.87
9574,2025-12-18,9,112,2.4,354,0.48
9575,2025-12-18,9,4,27.5,8,0.57
9576,2025-12-18,9,113,4.6,66,0.18
9577,2025-12-18,9,136,0.8,0,0.0
9578,2025-12-18,9,144,6.1,5,1.0
9579,2025-12-18,9,75,13.3,33,0.05
9580,2025-12-18,9,18,3.9,5,0.24
9581,2025-12-18,9,5,12.3,3,0.6
9582,2025-12-18,9,64,5.3,3,0.43
9583,2025-12-18,9,134,4.0,9,0.64
9584,2025-12-18,9,22,35.0,17,0.57
9585,2025-12-18,9,83,11.8,2,0.4
9586,2025-12-18,9,89,7.9,15,0.5
9587,2025-12-18,9,72,3.3,1,0.5
9588,2025-12-18,9,87,16.1,1,0.1
9589,2025-12-18,9,96,5.5,47,0.26
9590,2025-12-18,9,10,10.8,7,0.88
9591,2025-12-18,9,9,6.3,9,0.64
9592,2025-12-18,9,60,13.8,1,0.33
9593,2025-12-18,9,90,12.0,3,0.21
9594,2025-12-18,9,146,8.3,5,0.71
9595,2025-12-18,9,41,1.2,7,0.23
9596,2025-12-18,9,55,13.9,18,0.86
9597,2025-12-18,9,56,2.5,0,0.0
9598,2025-12-18,9,93,3.0,219,0.6
9599,2025-12-18,9,44,4.6,6,0.6
9600,2025-12-18,9,145,5.8,4,0.8
9601,2025-12-18,9,135,6.9,4,0.8
9602,2025-12-18,9,122,4.4,116,0.32
9603,2025-12-18,9,40,1.7,57,0.95
9604,2025-12-18,9,45,12.3,20,0.95
9605,2025-12-18,9,127,13.2,79,0.66
9606,2025-12-18,9,97,10.3,344,0.47
9607,2025-12-18,9,103,21.9,147,0.2
9608,2025-12-18,9,48,11.5,10,0.33
9609,2025-12-18,9,131,11.9,248,0.68
9610,2025-12-18,9,107,6.0,551,0.75
9611,2025-12-18,9,121,5.8,22,0.12
9612,2025-12-18,9,128,8.1,91,0.51
9613,2025-12-18,9,73,2.6,0,0.0
9614,2025-12-18,10,107,2.5,169,0.23
9615,2025-12-18,10,84,17.2,13,0.93
9616,2025-12-18,10,118,5.3,43,0.12
9617,2025-12-18,10,146,3.2,4,0.57
9618,2025-12-18,10,120,11.5,42,0.12
9619,2025-12-18,10,93,4.9,66,0.18
9620,2025-12-18,10,61,10.7,1,0.33
9621,2025-12-18,10,16,6.1,5,0.36
9622,2025-12-18,10,18,7.0,10,0.48
9623,2025-12-18,10,13,10.3,5,0.71
9624,2025-12-18,10,110,12.7,366,0.5
9625,2025-12-18,10,126,8.5,96,0.8
9626,2025-12-18,10,113,4.9,349,0.96
9627,2025-12-18,10,141,3.6,0,0.0
9628,2025-12-18,10,95,3.9,308,0.84
9629,2025-12-18,10,100,10.5,247,0.68
9630,2025-12-18,10,101,10.3,273,0.75
9631,2025-12-18,10,35,1.4,5,1.0
9632,2025-12-18,10,38,12.3,5,0.36
9633,2025-12-18,10,17,3.9,13,0.93
9634,2025-12-18,10,39,2.5,5,0.71
9635,2025-12-18,10,88,0.1,6,0.6
9636,2025-12-18,10,96,5.4,44,0.24
9637,2025-12-18,10,48,22.6,23,0.77
9638,2025-12-18,10,74,9.2,0,0.0
9639,2025-12-18,10,50,19.6,9,0.64
9640,2025-12-18,10,91,13.2,287,0.79
9641,2025-12-18,10,20,6.1,4,1.0
9642,2025-12-18,10,85,2.5,1,0.5
9643,2025-12-18,10,90,15.6,3,0.21
9644,2025-12-18,10,60,18.0,3,1.0
9645,2025-12-18,10,77,38.3,4,0.8
9646,2025-12-18,10,37,10.7,13,0.93
9647,2025-12-18,10,144,8.8,0,0.0
9648,2025-12-19,1,76,6.6,424,0.58
9649,2025-12-19,1,78,31.8,4,0.8
9650,2025-12-19,1,56,10.5,0,0.0
9651,2025-12-19,1,126,8.6,4,0.03
9652,2025-12-19,1,34,7.1,3,0.6
9653,2025-12-19,1,111,9.9,178,0.49
9654,2025-12-19,1,147,5.4,7,0.7
9655,2025-12-19,1,53,5.5,2,0.14
9656,2025-12-19,1,89,12.0,3,0.1
9657,2025-12-19,1,48,1.1,4,0.13
9658,2025-12-19,1,60,7.4,2,0.67
9659,2025-12-19,1,122,4.0,124,0.34
9660,2025-12-19,1,13,1.5,5,0.71
9661,2025-12-19,1,28,17.1,1,0.14
9662,2025-12-19,1,4,32.1,8,0.57
9663,2025-12-19,1,130,4.7,124,0.34
9664,2025-12-19,1,134,10.7,2,0.14
9665,2025-12-19,1,94,10.4,176,0.98
9666,2025-12-19,1,40,21.7,39,0.65
9667,2025-12-19,1,9,7.4,3,0.21
9668,2025-12-19,1,79,21.8,0,0.0
9669,2025-12-19,1,148,3.2,9,0.9
9670,2025-12-19,1,7,15.9,9,0.9
9671,2025-12-19,1,70,21.7,0,0.0
9672,2025-12-19,1,119,18.6,75,0.42
9673,2025-12-19,1,115,9.9,86,0.24
9674,2025-12-19,1,23,32.5,2,0.07
9675,2025-12-19,1,88,8.4,8,0.8
9676,2025-12-19,1,72,4.3,2,1.0
9677,2025-12-19,1,55,68.7,10,0.48
9678,2025-12-19,1,11,3.5,6,0.86
9679,2025-12-19,1,1,23.5,5,0.71
9680,2025-12-19,1,103,23.6,206,0.28
9681,2025-12-19,1,124,8.9,96,0.26
9682,2025-12-19,1,81,6.2,5,1.0
9683,2025-12-19,1,29,4.8,6,0.86
9684,2025-12-19,1,95,25.9,350,0.96
9685,2025-12-19,1,58,15.2,1,0.33
9686,2025-12-19,1,109,16.9,134,0.37
9687,2025-12-19,1,128,16.3,97,0.54
9688,2025-12-19,1,31,18.6,2,0.2
9689,2025-12-19,1,144,6.9,5,1.0
9690,2025-12-19,1,118,2.0,119,0.33
9691,2025-12-19,1,117,15.4,25,0.07
9692,2025-12-19,2,2,18.6,17,0.81
9693,2025-12-19,2,106,0.1,87,0.48
9694,2025-12-19,2,95,9.3,119,0.33
9695,2025-12-19,2,5,12.4,5,1.0
9696,2025-12-19,2,107,4.3,439,0.6
9697,2025-12-19,2,85,6.9,0,0.0
9698,2025-12-19,2,53,13.0,14,1.0
9699,2025-12-19,2,18,6.1,5,0.24
9700,2025-12-19,2,105,5.4,518,0.71
9701,2025-12-19,2,82,7.6,2,0.67
9702,2025-12-19,2,102,11.2,346,0.95
9703,2025-12-19,2,81,9.1,5,1.0
9704,2025-12-19,2,86,6.1,1,0.2
9705,2025-12-19,2,12,11.3,5,1.0
9706,2025-12-19,2,108,19.4,3,0.02
9707,2025-12-19,2,74,10.7,0,0.0
9708,2025-12-19,2,42,6.0,5,1.0
9709,2025-12-19,2,15,22.1,12,0.57
9710,2025-12-19,2,21,33.6,4,0.4
9711,2025-12-19,2,101,10.0,291,0.8
9712,2025-12-19,2,112,12.5,143,0.2
9713,2025-12-19,2,57,4.4,2,0.14
9714,2025-12-19,2,44,4.2,6,0.6
9715,2025-12-19,2,104,10.0,1078,0.59
9716,2025-12-19,2,14,15.3,14,1.0
9717,2025-12-19,2,59,14.1,0,0.0
9718,2025-12-19,2,84,15.0,6,0.43
9719,2025-12-19,2,32,19.6,2,0.29
9720,2025-12-19,2,47,39.6,4,0.57
9721,2025-12-19,2,131,13.0,235,0.64
9722,2025-12-19,2,10,13.2,1,0.12
9723,2025-12-19,2,146,5.4,0,0.0
9724,2025-12-19,2,126,23.9,16,0.13
9725,2025-12-19,2,61,8.7,2,0.67
9726,2025-12-19,2,89,5.4,16,0.53
9727,2025-12-19,2,133,4.3,70,0.58
9728,2025-12-19,2,45,7.9,1,0.05
9729,2025-12-19,2,67,8.7,3,1.0
9730,2025-12-19,2,134,8.6,9,0.64
9731,2025-12-19,2,109,14.0,321,0.88
9732,2025-12-19,2,23,36.8,27,0.9
9733,2025-12-19,2,49,24.3,6,0.43
9734,2025-12-19,2,99,33.6,669,0.92
9735,2025-12-19,2,41,6.3,21,0.7
9736,2025-12-19,2,119,12.9,10,0.06
9737,2025-12-19,2,116,7.8,16,0.18
9738,2025-12-19,2,70,10.7,0,0.0
